City	Price_in_taka	Location
chattogram	à§³5,900,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³2,184,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,232,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³2,862,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³6,100,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³7,512,500	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³6,500,000	Chadra Nagar, Bayazid
chattogram	à§³60,000,000	CDA Avenue, Lal Khan Bazaar
chattogram	à§³9,811,800	Dewan Bazar, Bakalia
chattogram	à§³9,887,700	Dewan Bazar, Bakalia
chattogram	à§³9,936,000	Dewan Bazar, Bakalia
chattogram	à§³10,419,000	Dewan Bazar, Bakalia
chattogram	à§³12,000,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³19,500,000	Enayet Bazar Road, 22 No. Enayet Bazaar Ward
chattogram	à§³12,000,000	Bayazid Bostami Road, 15 No. Bagmoniram Ward
chattogram	à§³9,864,000	Al-Madani Road, Sholokbahar
chattogram	à§³13,000,000	Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward
chattogram	à§³8,000,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³6,000,000	Chawk Bazar, 16 No. Chawk Bazaar Ward
chattogram	à§³13,120,000	Nasirabad Housing Society, Muradpur
chattogram	à§³5,000,000	Bangladesh Co-operative Housing Society, Bayazid
chattogram	à§³15,824,000	Sugandha Residential Area, Panchlaish
chattogram	à§³4,400,000	Port Connecting Road, 11 No. South Kattali Ward
chattogram	à§³6,000,000	Abdul Hamid Road, Sholokbahar
chattogram	à§³7,880,000	Abdul Hamid Road, Sholokbahar
chattogram	à§³7,393,750	Hill Side Residential Area, Lal Khan Bazaar
chattogram	à§³5,500,000	Colonel Hat, 10 No. North Kattali Ward
chattogram	à§³25,000,000	O. R. Nizam Road, 15 No. Bagmoniram Ward
chattogram	à§³7,725,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,695,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³5,875,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³5,875,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,000,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³16,000,000	Amirbag Residential Area, 15 No. Bagmoniram Ward
chattogram	à§³7,646,400	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,155,200	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³7,810,000	West Khulshi, 9 No. North Pahartali Ward
chattogram	à§³6,700,000	Patharghata, Kotwali
chattogram	à§³14,817,700	C & B Colony, East Nasirabad
chattogram	à§³11,000,000	Katalgonj, Panchlaish
chattogram	à§³8,000,000	Bayazid Bostami Road, 15 No. Bagmoniram Ward
chattogram	à§³8,000,000	Bayazid Bostami Road, 15 No. Bagmoniram Ward
chattogram	à§³6,950,000	28 No. Pathantooly Ward, Double Mooring
chattogram	à§³19,400,000	28 No. Pathantooly Ward, Double Mooring
chattogram	à§³11,988,000	CDA Avenue, Sholokbahar
chattogram	à§³3,700,000	CDA Avenue, Sholokbahar
chattogram	à§³3,380,000	CDA Avenue, Sholokbahar
chattogram	à§³4,550,000	CDA Avenue, Sholokbahar
chattogram	à§³6,000,000	South Khulshi, Khulshi
chattogram	à§³9,500,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³10,000,000	Ashkar Dighir Par, Jamal Khan
chattogram	à§³10,000,000	Ashkar Dighir Par, Jamal Khan
chattogram	à§³8,000,000	Shamsher Para, 4 No Chandgaon Ward
chattogram	à§³18,000,000	Shamsher Para, 4 No Chandgaon Ward
chattogram	à§³80,000,000	Shamsher Para, 4 No Chandgaon Ward
chattogram	à§³4,375,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³7,750,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³4,200,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,200,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³7,130,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³363,200,000	28 No. Pathantooly Ward, Double Mooring
chattogram	à§³7,750,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,375,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,750,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,920,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,750,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,570,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,800,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³5,200,000	Akbarshah Railway Colony, 9 No. North Pahartali Ward
chattogram	à§³6,000,000	Yakub Nagar Road, 33 No. Firingee Bazaar Ward
chattogram	à§³3,225,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³4,998,000	Sabujbag, Halishahar
chattogram	à§³7,800,000	Rose Valley Residential Area, 9 No. North Pahartali Ward
chattogram	à§³6,000,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³3,800,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³7,150,000	South Agrabad, Double Mooring
chattogram	à§³9,335,000	South Agrabad, Double Mooring
chattogram	à§³9,335,000	South Agrabad, Double Mooring
chattogram	à§³6,000,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³5,683,200	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³6,500,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³29,500,000	Oxygen, Bayazid
chattogram	à§³3,300,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,920,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,360,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³6,720,000	Cosmopolitan R/A, 7 No. West Sholoshohor Ward
chattogram	à§³6,660,000	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³9,267,500	Dewan Bazar, Bakalia
chattogram	à§³8,250,000	Dewan Bazar, Bakalia
chattogram	à§³9,267,500	Dewan Bazar, Bakalia
chattogram	à§³5,000,000	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³5,679,000	Dewan Bazar, Bakalia
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³5,500,000	Mayor Goli, 7 No. West Sholoshohor Ward
chattogram	à§³5,679,000	Dewan Bazar, Bakalia
chattogram	à§³5,638,500	Dewan Bazar, Bakalia
chattogram	à§³5,638,500	Dewan Bazar, Bakalia
chattogram	à§³5,337,000	Dewan Bazar, Bakalia
chattogram	à§³15,500,000	Chatteshwari Road, 15 No. Bagmoniram Ward
chattogram	à§³9,675,000	Yakub Future Park Housing, Khulshi
chattogram	à§³8,460,000	Munshi Pukur Par, 16 No. Chawk Bazaar Ward
chattogram	à§³9,800,000	10 No. North Kattali Ward
chattogram	à§³7,100,000	1 No Railway Gate, Muradpur
chattogram	à§³20,000,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³6,680,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³5,500,000	Badurtala, Sholokbahar
chattogram	à§³13,300,000	O. R Nizam Road, Panchlaish
chattogram	à§³6,500,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³19,000,000	Mohammed Ali Road, 15 No. Bagmoniram Ward
chattogram	à§³7,500,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³10,854,000	Yakub Future Park Housing, Khulshi
chattogram	à§³11,028,200	Yakub Future Park Housing, Khulshi
chattogram	à§³10,854,000	Yakub Future Park Housing, Khulshi
chattogram	à§³11,296,200	Yakub Future Park Housing, Khulshi
chattogram	à§³5,875,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,695,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³6,192,000	Hill View R/A, Bayazid
chattogram	à§³35,000,000	Jubilee Road, 22 No. Enayet Bazaar Ward
chattogram	à§³5,400,000	City Gate, 10 No. North Kattali Ward
chattogram	à§³20,000,000	CDA Avenue, East Nasirabad
chattogram	à§³6,175,000	Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward
chattogram	à§³5,000,000	Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward
chattogram	à§³5,515,000	Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward
chattogram	à§³3,500,000	Nandan Kanan, 22 No. Enayet Bazaar Ward
chattogram	à§³3,000,000	Ali Nagar, Bayazid
chattogram	à§³5,544,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³5,334,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³5,334,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³13,000,000	Chawk Bazar, 16 No. Chawk Bazaar Ward
chattogram	à§³3,928,000	Akbarshah, 9 No. North Pahartali Ward
chattogram	à§³3,220,000	Akbarshah, 9 No. North Pahartali Ward
chattogram	à§³4,408,000	Akbarshah, 9 No. North Pahartali Ward
chattogram	à§³6,000,000	Polytechnic, Bayazid
chattogram	à§³5,040,000	Proshanti R/A, 10 No. North Kattali Ward
chattogram	à§³5,800,000	Chadra Nagar, Bayazid
chattogram	à§³8,200,000	Hamjarbag, 7 No. West Sholoshohor Ward
chattogram	à§³29,500,000	Mehidibag Road, 15 No. Bagmoniram Ward
chattogram	à§³6,680,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³5,500,000	Badurtala, Sholokbahar
chattogram	à§³13,300,000	O. R Nizam Road, Panchlaish
chattogram	à§³6,500,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³8,560,000	Munshi Pukur Par, 16 No. Chawk Bazaar Ward
chattogram	à§³9,675,000	Yakub Future Park Housing, Khulshi
chattogram	à§³7,500,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³6,604,000	Majhirghat Road, 30 No. East Madarbari Ward
chattogram	à§³6,000,000	Bangla Bazar, Bayazid
chattogram	à§³11,260,000	Alkaran Road, 31 No. Alkoron Ward
chattogram	à§³6,831,000	10 No. North Kattali Ward
chattogram	à§³17,500,000	Alkaran Road, 31 No. Alkoron Ward
chattogram	à§³29,210,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³29,095,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³30,153,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³29,095,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³16,000,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³7,800,000	Somobay Residential Area, Bayazid
chattogram	à§³13,500,000	CDA Avenue, East Nasirabad
chattogram	à§³11,000,000	Chawk Bazar, 16 No. Chawk Bazaar Ward
chattogram	à§³3,600,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³7,000,000	Ashkar Dighir Par, Jamal Khan
chattogram	à§³29,500,000	Oxygen, Bayazid
chattogram	à§³3,300,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,920,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,360,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³6,720,000	Cosmopolitan R/A, 7 No. West Sholoshohor Ward
chattogram	à§³6,660,000	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³9,267,500	Dewan Bazar, Bakalia
chattogram	à§³8,250,000	Dewan Bazar, Bakalia
chattogram	à§³9,267,500	Dewan Bazar, Bakalia
chattogram	à§³5,000,000	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³5,679,000	Dewan Bazar, Bakalia
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³5,500,000	Mayor Goli, 7 No. West Sholoshohor Ward
chattogram	à§³5,679,000	Dewan Bazar, Bakalia
chattogram	à§³5,638,500	Dewan Bazar, Bakalia
chattogram	à§³5,638,500	Dewan Bazar, Bakalia
chattogram	à§³5,337,000	Dewan Bazar, Bakalia
chattogram	à§³7,500,000	Rose Valley Residential Area, 9 No. North Pahartali Ward
chattogram	à§³55,000,000	Lake Valley R/A, 9 No. North Pahartali Ward
chattogram	à§³12,000,000	38 No. South Middle Halishahar, Halishahar
chattogram	à§³29,000,000	14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar
chattogram	à§³3,800,000	Reazuddin Bazar, 31 No. Alkoron Ward
chattogram	à§³4,575,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³4,525,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³3,550,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³71,825,000	Sheikh Mujib Road, Double Mooring
chattogram	à§³7,731,500	26 No. North Halishahar Ward, Halishahar
chattogram	à§³5,100,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³7,500,000	14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar
chattogram	à§³7,200,000	14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar
chattogram	à§³11,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³12,100,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³12,100,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³11,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³11,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³4,998,000	Sabujbag, Halishahar
chattogram	à§³3,960,000	1 No. Goli, 29 No. West Madarbari Ward
chattogram	à§³4,600,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³2,000,000	Patharghata, Kotwali
chattogram	à§³3,400,000	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³3,000,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,120,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,675,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³33,000,000	South Khulshi, Khulshi
chattogram	à§³5,000,000	Bangladesh Co-operative Housing Society, Bayazid
chattogram	à§³15,824,000	Sugandha Residential Area, Panchlaish
chattogram	à§³13,120,000	Nasirabad Housing Society, Muradpur
chattogram	à§³7,130,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³363,200,000	28 No. Pathantooly Ward, Double Mooring
chattogram	à§³7,750,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,375,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,750,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,920,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,750,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,570,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,800,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³5,200,000	Akbarshah Railway Colony, 9 No. North Pahartali Ward
chattogram	à§³6,000,000	Yakub Nagar Road, 33 No. Firingee Bazaar Ward
chattogram	à§³3,225,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³3,000,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,000,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,375,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³7,750,000	25 No. Rampur Ward, Double Mooring
chattogram	à§³4,200,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,200,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³3,850,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,025,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³4,998,000	Sabujbag, Halishahar
chattogram	à§³7,800,000	Rose Valley Residential Area, 9 No. North Pahartali Ward
chattogram	à§³6,000,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³3,800,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³7,150,000	South Agrabad, Double Mooring
chattogram	à§³9,335,000	South Agrabad, Double Mooring
chattogram	à§³9,335,000	South Agrabad, Double Mooring
chattogram	à§³6,000,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³5,683,200	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³6,500,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³4,400,000	Port Connecting Road, 11 No. South Kattali Ward
chattogram	à§³6,000,000	Abdul Hamid Road, Sholokbahar
chattogram	à§³15,000,000	Sugandha Residential Area, Panchlaish
chattogram	à§³10,500,000	Nasirabad Housing Society, Muradpur
chattogram	à§³7,880,000	Abdul Hamid Road, Sholokbahar
chattogram	à§³9,500,000	West Khulshi, 9 No. North Pahartali Ward
chattogram	à§³9,500,000	Tayab Bag R/A, 7 No. West Sholoshohor Ward
chattogram	à§³13,000,000	Zakir Hossain Road, Khulshi
chattogram	à§³6,500,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³21,645,000	Nasirabad Housing Society, Muradpur
chattogram	à§³6,600,000	Oxygen, Bayazid
chattogram	à§³8,250,000	Dewan Bazar, Bakalia
chattogram	à§³7,700,000	Dewan Bazar, Bakalia
chattogram	à§³4,800,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³9,000,000	Mirzapul Road, Muradpur
chattogram	à§³10,000,000	Al-Falah Housing Society, East Nasirabad
chattogram	à§³10,000,000	Al-Falah Housing Society, East Nasirabad
chattogram	à§³8,550,000	Jubilee Road, 22 No. Enayet Bazaar Ward
chattogram	à§³14,250,000	Nasirabad Housing Society, Muradpur
chattogram	à§³5,000,000	Raufabad Residential Area, Bayazid
chattogram	à§³4,800,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³4,800,000	17 No West Bakalia Ward, Bakalia
chattogram	à§³14,000,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³13,000,000	Chawk Bazar, 16 No. Chawk Bazaar Ward
chattogram	à§³9,075,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³5,800,000	Abdul Latif Road, Sholokbahar
chattogram	à§³7,500,000	40 No. North Patenga Ward, Patenga
chattogram	à§³8,000,000	Mohammadpur, 7 No. West Sholoshohor Ward
chattogram	à§³10,000,000	Chatteshwari Road, 15 No. Bagmoniram Ward
chattogram	à§³9,200,000	Lake Valley R/A, 9 No. North Pahartali Ward
chattogram	à§³11,500,000	Chawk Bazar, 16 No. Chawk Bazaar Ward
chattogram	à§³30,000,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³4,500,000	Ali Nagar, Bayazid
chattogram	à§³13,500,000	Zakir Hossain Road, Khulshi
chattogram	à§³4,700,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³4,000,000	6 No East Sholoshohor Ward, Bakalia
chattogram	à§³8,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³7,020,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³5,250,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³4,550,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³6,972,000	Khulshi Green Housing Society, Khulshi
chattogram	à§³6,840,000	Cosmopolitan R/A, 7 No. West Sholoshohor Ward
chattogram	à§³29,210,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³13,000,000	Zakir Hossain Road, Khulshi
chattogram	à§³5,638,500	Dewan Bazar, Bakalia
chattogram	à§³25,000,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³6,972,000	Khulshi Green Housing Society, Khulshi
chattogram	à§³9,675,000	Yakub Future Park Housing, Khulshi
chattogram	à§³11,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³4,940,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³7,000,000	Sangbadik Co-operative Housing Society, Bayazid
chattogram	à§³5,859,000	Dewan Bazar, Bakalia
chattogram	à§³7,000,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³9,300,000	South Agrabad, Double Mooring
chattogram	à§³6,720,000	Cosmopolitan R/A, 7 No. West Sholoshohor Ward
chattogram	à§³7,000,000	Sangbadik Co-operative Housing Society, Bayazid
chattogram	à§³7,500,000	23 No. North Pathantooly Ward, Double Mooring
chattogram	à§³4,845,000	18 No. East Bakalia Ward, Bakalia
chattogram	à§³5,200,000	6 No East Sholoshohor Ward, Bakalia
chattogram	à§³17,716,000	Nasirabad Housing Society, Muradpur
chattogram	à§³27,500,000	Al-Madani Road, Sholokbahar
chattogram	à§³9,000,000	South Khulshi, Khulshi
chattogram	à§³9,800,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³11,000,000	Katalgonj, Panchlaish
chattogram	à§³3,068,000	CDA Avenue, Sholokbahar
chattogram	à§³9,700,000	South Khulshi, Khulshi
chattogram	à§³60,000,000	South Khulshi, Khulshi
chattogram	à§³8,400,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³6,972,000	Khulshi Green Housing Society, Khulshi
chattogram	à§³30,900,000	15 No. Bagmoniram Ward
chattogram	à§³8,500,000	Proshanti R/A, 10 No. North Kattali Ward
chattogram	à§³60,000,000	South Agrabad, Double Mooring
chattogram	à§³6,000,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³23,000,000	West Khulshi, 9 No. North Pahartali Ward
chattogram	à§³8,560,000	Munshi Pukur Par, 16 No. Chawk Bazaar Ward
chattogram	à§³5,600,000	Shershah Colony, Bayazid
chattogram	à§³7,888,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³476,000,000	Foys Lake, 9 No. North Pahartali Ward
chattogram	à§³5,500,000	South Khulshi, Khulshi
chattogram	à§³25,000,000	North Khulshi, Khulshi
chattogram	à§³7,500,000	North Forida Para, 4 No Chandgaon Ward
chattogram	à§³11,000,000	South Khulshi, Khulshi
chattogram	à§³12,100,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³8,000,000	26 No. North Halishahar Ward, Halishahar
chattogram	à§³3,000,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³12,500,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³5,500,000	19 No. South Bakalia Ward, Bakalia
chattogram	à§³8,200,000	Sangbadik Co-operative Housing Society, Bayazid
chattogram	à§³7,473,000	Proshanti R/A, 10 No. North Kattali Ward
chattogram	à§³4,812,500	12 No. Sarai Para Ward, Double Mooring
chattogram	à§³11,000,000	Rahmatganj, Jamal Khan
chattogram	à§³10,000,000	Kapasgola, 16 No. Chawk Bazaar Ward
chattogram	à§³3,700,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³4,375,000	Dhaka Trunk Road, 9 No. North Pahartali Ward
chattogram	à§³9,119,000	24 No. North Agrabad Ward, Double Mooring
chattogram	à§³10,000,000	10 No. North Kattali Ward
chattogram	à§³7,148,000	West Khulshi R/A, 9 No. North Pahartali Ward
chattogram	à§³20,685,000	O. R. Nizam Road, 15 No. Bagmoniram Ward
chattogram	à§³17,500,000	Nasirabad, 15 No. Bagmoniram Ward
chattogram	à§³11,000,000	Bayazid Bostami Road, 15 No. Bagmoniram Ward
chattogram	à§³9,300,000	South Agrabad, Double Mooring
chattogram	à§³9,335,000	South Agrabad, Double Mooring
chattogram	à§³8,835,000	South Agrabad, Double Mooring
chattogram	à§³7,393,750	Hill Side Residential Area, Lal Khan Bazaar
chattogram	à§³7,393,750	Hill Side Residential Area, Lal Khan Bazaar
chattogram	à§³7,393,750	Hill Side Residential Area, Lal Khan Bazaar
chattogram	à§³7,393,750	Hill Side Residential Area, Lal Khan Bazaar
chattogram	à§³6,500,000	Proshanti R/A, 10 No. North Kattali Ward
chattogram	à§³6,400,000	Chadra Nagar, Bayazid
chattogram	à§³6,600,000	Chadra Nagar, Bayazid
chattogram	à§³8,150,000	1 No Railway Gate, Muradpur
chattogram	à§³17,500,000	Panchlaish Residential Area, 16 No. Chawk Bazaar Ward
chattogram	à§³2,500,000	South Khulshi, Khulshi
chattogram	à§³8,000,000	CDA Avenue, Lal Khan Bazaar
chattogram	à§³7,000,000	14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar
chattogram	à§³6,500,000	14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar
chattogram	à§³10,000,000	Momin Road, Jamal Khan
chattogram	à§³8,500,000	Habib Lane, Khulshi
chattogram	à§³3,200,000	29 No. West Madarbari Ward
chattogram	à§³7,150,000	Chand Mia Road, 4 No Chandgaon Ward
chattogram	à§³7,750,000	Chandgaon Residential Area, 4 No Chandgaon Ward
chattogram	à§³11,410,000	Jubilee Road, 22 No. Enayet Bazaar Ward
chattogram	à§³2,964,000	1 No. Goli, 29 No. West Madarbari Ward
chattogram	à§³6,000,000	South Agrabad, Double Mooring
chattogram	à§³14,500,000	Foy's Lake Approach Road, 9 No. North Pahartali Ward
chattogram	à§³4,000,000	Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward
chattogram	à§³29,000,000	Nabab Siraj Ud Daula Road, Jamal Khan
chattogram	à§³23,200,000	Nabab Siraj Ud Daula Road, Jamal Khan
chattogram	à§³29,000,000	Nabab Siraj Ud Daula Road, Jamal Khan
chattogram	à§³6,000,000	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³4,672,500	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³4,500,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³12,500,000	Nasirabad, Bayazid
chattogram	à§³9,500,000	CDA R/A, 10 No. North Kattali Ward
chattogram	à§³4,995,000	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³4,995,000	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³4,995,000	Bahaddarhat, 4 No Chandgaon Ward
chattogram	à§³1,500,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³1,800,000	39 No. South Halishahar Ward, Halishahar
chattogram	à§³2,875,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,720,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³2,300,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³7,000,000	Chattogram DOHS, Bayazid
chattogram	à§³7,000,000	Chattogram DOHS, Bayazid
chattogram	à§³3,600,000	Mohara, 4 No Chandgaon Ward
chattogram	à§³4,600,000	12 No. Sarai Para Ward, Double Mooring
