City	Price_in_taka	Location
dhaka	à§³39,000,000	Gulshan 1, Gulshan
dhaka	à§³16,900,000	Lake Circus Road, Kalabagan
dhaka	à§³12,500,000	Shukrabad, Dhanmondi
dhaka	à§³20,000,000	Block L, Bashundhara R-A
dhaka	à§³47,500,000	Road No 25, Banani
dhaka	à§³8,800,000	Middle Badda, Badda
dhaka	à§³19,000,000	Block B, Bashundhara R-A
dhaka	à§³23,000,000	Block D, Bashundhara R-A
dhaka	à§³8,000,000	Matuail, Demra
dhaka	à§³20,000,000	Block H, Aftab Nagar
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³21,000,000	Block B, Bashundhara R-A
dhaka	à§³11,000,000	Block H, Aftab Nagar
dhaka	à§³9,500,000	Sector 10, Uttara
dhaka	à§³6,200,000	Sector 10, Uttara
dhaka	à§³22,000,000	Sector 6, Uttara
dhaka	à§³11,000,000	Lake Circus Road, Kalabagan
dhaka	à§³13,100,000	Block H, Bashundhara R-A
dhaka	à§³17,500,000	Block J, Bashundhara R-A
dhaka	à§³78,000,000	Gulshan 2, Gulshan
dhaka	à§³110,000,000	Free School Street, Kathalbagan
dhaka	à§³55,000,000	Gulshan 1, Gulshan
dhaka	à§³8,300,000	Baitul Aman Housing Society, Adabor
dhaka	à§³3,100,000	Section 6, Mirpur
dhaka	à§³16,000,000	Sector 4, Uttara
dhaka	à§³4,500,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³14,200,000	Free School Street, Kathalbagan
dhaka	à§³7,500,000	Pallabi, Mirpur
dhaka	à§³23,625,000	Sector 7, Uttara
dhaka	à§³25,000,000	Block C, Niketan
dhaka	à§³13,800,000	Vashani Goli, Shantinagar
dhaka	à§³4,000,000	Gandaria, Sutrapur
dhaka	à§³4,700,000	Dhaka Uddan, Mohammadpur
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³7,320,000	Section 1, Mirpur
dhaka	à§³6,500,000	South Chalabon, Dakshin Khan
dhaka	à§³8,500,000	West Agargaon, Agargaon
dhaka	à§³4,700,000	Section 6, Mirpur
dhaka	à§³120,000,000	Section 12, Mirpur
dhaka	à§³8,700,000	Dakkhin Paikpara, Mirpur
dhaka	à§³7,100,000	Keraniganj
dhaka	à§³4,000,000	Kadamtali, Shyampur
dhaka	à§³3,500,000	Kadamtali, Shyampur
dhaka	à§³18,000,000	Section 11, Mirpur
dhaka	à§³14,000,000	Block C, Aftab Nagar
dhaka	à§³13,200,000	Jahuri Moholla, Mohammadpur
dhaka	à§³14,000,000	Section 2, Mirpur
dhaka	à§³8,200,000	Kallyanpur, Mirpur
dhaka	à§³32,500,000	East Shewrapara, Mirpur
dhaka	à§³4,100,000	West Rampura, Rampura
dhaka	à§³6,200,000	Madhya Ajampur, Dakshin Khan
dhaka	à§³11,500,000	Mohammadia Housing Society, Mohammadpur
dhaka	à§³8,000,000	Uttar Badda, Badda
dhaka	à§³15,500,000	Block C, Niketan
dhaka	à§³4,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³5,500,000	Dakhshin Para, Mohakhali
dhaka	à§³7,300,000	West Agargaon, Agargaon
dhaka	à§³7,000,000	Sector 11, Uttara
dhaka	à§³35,000,000	Gulshan 1, Gulshan
dhaka	à§³6,950,000	North Circular Road, Dhanmondi
dhaka	à§³22,000,000	Block B, Bashundhara R-A
dhaka	à§³21,500,000	Block B, Lalmatia
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³6,500,000	Section 15, Mirpur
dhaka	à§³16,500,000	Block C, Khilgaon
dhaka	à§³14,500,000	Block I, Bashundhara R-A
dhaka	à§³5,500,000	Pallabi, Mirpur
dhaka	à§³46,000,000	Hatir Jheel Link Road, Tejgaon
dhaka	à§³4,000,000	Pirerbag, Mirpur
dhaka	à§³7,800,000	Section 10, Mirpur
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³14,800,000	Boro Maghbazar, Maghbazar
dhaka	à§³7,900,000	Block B, Banasree
dhaka	à§³7,400,000	East Shewrapara, Mirpur
dhaka	à§³17,000,000	Sector 7, Uttara
dhaka	à§³8,000,000	Sector 10, Uttara
dhaka	à§³6,300,000	Pirerbag, Mirpur
dhaka	à§³8,500,000	East Monipur, Mirpur
dhaka	à§³5,700,000	Pirerbag, Mirpur
dhaka	à§³11,500,000	Pallabi, Mirpur
dhaka	à§³5,600,000	Imandipur, Savar
dhaka	à§³4,500,000	East Monipur, Mirpur
dhaka	à§³4,200,000	East Monipur, Mirpur
dhaka	à§³38,000,000	Sector 5, Uttara
dhaka	à§³11,200,000	Block B, Banasree
dhaka	à§³21,500,000	Block A, Banasree
dhaka	à§³8,600,000	Block J, Bashundhara R-A
dhaka	à§³39,000,000	Gulshan 1, Gulshan
dhaka	à§³16,900,000	Lake Circus Road, Kalabagan
dhaka	à§³12,500,000	Shukrabad, Dhanmondi
dhaka	à§³20,000,000	Block L, Bashundhara R-A
dhaka	à§³47,500,000	Road No 25, Banani
dhaka	à§³8,800,000	Middle Badda, Badda
dhaka	à§³19,000,000	Block B, Bashundhara R-A
dhaka	à§³23,000,000	Block D, Bashundhara R-A
dhaka	à§³8,000,000	Matuail, Demra
dhaka	à§³20,000,000	Block H, Aftab Nagar
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³21,000,000	Block B, Bashundhara R-A
dhaka	à§³11,000,000	Block H, Aftab Nagar
dhaka	à§³9,500,000	Sector 10, Uttara
dhaka	à§³6,200,000	Sector 10, Uttara
dhaka	à§³22,000,000	Sector 6, Uttara
dhaka	à§³14,200,000	Free School Street, Kathalbagan
dhaka	à§³7,500,000	Pallabi, Mirpur
dhaka	à§³23,625,000	Sector 7, Uttara
dhaka	à§³25,000,000	Block C, Niketan
dhaka	à§³13,800,000	Vashani Goli, Shantinagar
dhaka	à§³4,000,000	Gandaria, Sutrapur
dhaka	à§³11,000,000	Lake Circus Road, Kalabagan
dhaka	à§³13,100,000	Block H, Bashundhara R-A
dhaka	à§³17,500,000	Block J, Bashundhara R-A
dhaka	à§³78,000,000	Gulshan 2, Gulshan
dhaka	à§³110,000,000	Free School Street, Kathalbagan
dhaka	à§³55,000,000	Gulshan 1, Gulshan
dhaka	à§³8,300,000	Baitul Aman Housing Society, Adabor
dhaka	à§³3,100,000	Section 6, Mirpur
dhaka	à§³16,000,000	Sector 4, Uttara
dhaka	à§³4,500,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³6,000,000	Gulbag, Malibagh
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³6,500,000	Middle Monipur, Mirpur
dhaka	à§³6,500,000	Middle Monipur, Mirpur
dhaka	à§³6,700,000	Manikdi, Cantonment
dhaka	à§³7,600,000	East Kazipara, Mirpur
dhaka	à§³4,900,000	Rupnagar R/A, Mirpur
dhaka	à§³6,200,000	West Kazipara, Mirpur
dhaka	à§³39,000,000	Sector 4, Uttara
dhaka	à§³12,100,000	Section 6, Mirpur
dhaka	à§³220,000,000	Hemayetpur, Savar
dhaka	à§³5,000,000	Pirerbag, Mirpur
dhaka	à§³4,838,400	Section 10, Mirpur
dhaka	à§³5,300,000	Moushair, Dakshin Khan
dhaka	à§³16,000,000	Block F, Bashundhara R-A
dhaka	à§³5,250,000	Ahmed Nagar, Mirpur
dhaka	à§³10,500,000	Ashulia, Savar
dhaka	à§³2,900,000	Hemayetpur, Savar
dhaka	à§³3,360,000	Radio Colony, Savar
dhaka	à§³11,500,000	Block C, Bashundhara R-A
dhaka	à§³9,712,500	Section 1, Mirpur
dhaka	à§³7,500,000	Ahmed Nagar, Mirpur
dhaka	à§³29,000,000	Road No 12A, Dhanmondi
dhaka	à§³54,000,000	Block C, Bashundhara R-A
dhaka	à§³6,200,000	Sector 9, Uttara
dhaka	à§³3,300,000	South Chalabon, Dakshin Khan
dhaka	à§³8,500,000	West Agargaon, Agargaon
dhaka	à§³22,500,000	Block B, Bashundhara R-A
dhaka	à§³7,800,000	Section 12, Mirpur
dhaka	à§³5,500,000	Section 10, Mirpur
dhaka	à§³9,600,000	Sector 5, Uttara
dhaka	à§³7,500,000	Ashkona, Dakshin Khan
dhaka	à§³4,702,500	Section 10, Mirpur
dhaka	à§³9,000,000	East Rampura, Rampura
dhaka	à§³21,500,000	Block D, Bashundhara R-A
dhaka	à§³31,200,000	West Rampura, Rampura
dhaka	à§³14,800,000	Baitul Aman Housing Society, Adabor
dhaka	à§³14,000,000	Sector 12, Uttara
dhaka	à§³25,000,000	Mirpur DOHS, Mirpur
dhaka	à§³45,000,000	Sector 3, Uttara
dhaka	à§³15,000,000	Block C, Aftab Nagar
dhaka	à§³5,000,000	South Badda, Badda
dhaka	à§³29,050,000	Sector 13, Uttara
dhaka	à§³9,500,000	Block E, Aftab Nagar
dhaka	à§³11,300,000	Block C, Banasree
dhaka	à§³7,000,000	Mansurabad Housing Society, Adabor
dhaka	à§³5,500,000	West Shewrapara, Mirpur
dhaka	à§³8,000,000	Block G, Banasree
dhaka	à§³14,500,000	Uttar Badda, Badda
dhaka	à§³300,000,000	Gulshan 1, Gulshan
dhaka	à§³12,500,000	Sector 18, Uttara
dhaka	à§³4,000,000	East Kazipara, Mirpur
dhaka	à§³3,500,000	Pirerbag, Mirpur
dhaka	à§³9,200,000	Middle Badda, Badda
dhaka	à§³4,000,000	Moushair, Dakshin Khan
dhaka	à§³8,540,000	Uttar Badda, Badda
dhaka	à§³7,118,000	Uttar Badda, Badda
dhaka	à§³39,000,000	Gulshan 1, Gulshan
dhaka	à§³16,900,000	Lake Circus Road, Kalabagan
dhaka	à§³12,500,000	Shukrabad, Dhanmondi
dhaka	à§³20,000,000	Block L, Bashundhara R-A
dhaka	à§³47,500,000	Road No 25, Banani
dhaka	à§³8,800,000	Middle Badda, Badda
dhaka	à§³19,000,000	Block B, Bashundhara R-A
dhaka	à§³23,000,000	Block D, Bashundhara R-A
dhaka	à§³8,000,000	Matuail, Demra
dhaka	à§³20,000,000	Block H, Aftab Nagar
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³21,000,000	Block B, Bashundhara R-A
dhaka	à§³11,000,000	Block H, Aftab Nagar
dhaka	à§³9,500,000	Sector 10, Uttara
dhaka	à§³6,200,000	Sector 10, Uttara
dhaka	à§³22,000,000	Sector 6, Uttara
dhaka	à§³11,000,000	Lake Circus Road, Kalabagan
dhaka	à§³13,100,000	Block H, Bashundhara R-A
dhaka	à§³17,500,000	Block J, Bashundhara R-A
dhaka	à§³78,000,000	Gulshan 2, Gulshan
dhaka	à§³110,000,000	Free School Street, Kathalbagan
dhaka	à§³55,000,000	Gulshan 1, Gulshan
dhaka	à§³8,300,000	Baitul Aman Housing Society, Adabor
dhaka	à§³3,100,000	Section 6, Mirpur
dhaka	à§³16,000,000	Sector 4, Uttara
dhaka	à§³4,500,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³14,200,000	Free School Street, Kathalbagan
dhaka	à§³7,500,000	Pallabi, Mirpur
dhaka	à§³23,625,000	Sector 7, Uttara
dhaka	à§³25,000,000	Block C, Niketan
dhaka	à§³13,800,000	Vashani Goli, Shantinagar
dhaka	à§³4,000,000	Gandaria, Sutrapur
dhaka	à§³4,700,000	Dhaka Uddan, Mohammadpur
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³7,320,000	Section 1, Mirpur
dhaka	à§³6,500,000	South Chalabon, Dakshin Khan
dhaka	à§³8,500,000	West Agargaon, Agargaon
dhaka	à§³4,700,000	Section 6, Mirpur
dhaka	à§³120,000,000	Section 12, Mirpur
dhaka	à§³8,700,000	Dakkhin Paikpara, Mirpur
dhaka	à§³7,100,000	Keraniganj
dhaka	à§³4,000,000	Kadamtali, Shyampur
dhaka	à§³3,500,000	Kadamtali, Shyampur
dhaka	à§³18,000,000	Section 11, Mirpur
dhaka	à§³14,000,000	Block C, Aftab Nagar
dhaka	à§³13,200,000	Jahuri Moholla, Mohammadpur
dhaka	à§³14,000,000	Section 2, Mirpur
dhaka	à§³8,200,000	Kallyanpur, Mirpur
dhaka	à§³32,500,000	East Shewrapara, Mirpur
dhaka	à§³4,100,000	West Rampura, Rampura
dhaka	à§³6,200,000	Madhya Ajampur, Dakshin Khan
dhaka	à§³11,500,000	Mohammadia Housing Society, Mohammadpur
dhaka	à§³8,000,000	Uttar Badda, Badda
dhaka	à§³15,500,000	Block C, Niketan
dhaka	à§³4,800,000	North Ibrahimpur, Ibrahimpur
dhaka	à§³5,500,000	Dakhshin Para, Mohakhali
dhaka	à§³7,300,000	West Agargaon, Agargaon
dhaka	à§³7,000,000	Sector 11, Uttara
dhaka	à§³35,000,000	Gulshan 1, Gulshan
dhaka	à§³6,950,000	North Circular Road, Dhanmondi
dhaka	à§³22,000,000	Block B, Bashundhara R-A
dhaka	à§³21,500,000	Block B, Lalmatia
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³6,500,000	Section 15, Mirpur
dhaka	à§³16,500,000	Block C, Khilgaon
dhaka	à§³14,500,000	Block I, Bashundhara R-A
dhaka	à§³5,500,000	Pallabi, Mirpur
dhaka	à§³46,000,000	Hatir Jheel Link Road, Tejgaon
dhaka	à§³4,000,000	Pirerbag, Mirpur
dhaka	à§³7,800,000	Section 10, Mirpur
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³14,800,000	Boro Maghbazar, Maghbazar
dhaka	à§³7,900,000	Block B, Banasree
dhaka	à§³7,400,000	East Shewrapara, Mirpur
dhaka	à§³17,000,000	Sector 7, Uttara
dhaka	à§³8,000,000	Sector 10, Uttara
dhaka	à§³6,300,000	Pirerbag, Mirpur
dhaka	à§³8,500,000	East Monipur, Mirpur
dhaka	à§³5,700,000	Pirerbag, Mirpur
dhaka	à§³11,500,000	Pallabi, Mirpur
dhaka	à§³5,600,000	Imandipur, Savar
dhaka	à§³4,500,000	East Monipur, Mirpur
dhaka	à§³4,200,000	East Monipur, Mirpur
dhaka	à§³38,000,000	Sector 5, Uttara
dhaka	à§³11,200,000	Block B, Banasree
dhaka	à§³21,500,000	Block A, Banasree
dhaka	à§³8,600,000	Block J, Bashundhara R-A
dhaka	à§³39,000,000	Gulshan 1, Gulshan
dhaka	à§³16,900,000	Lake Circus Road, Kalabagan
dhaka	à§³12,500,000	Shukrabad, Dhanmondi
dhaka	à§³20,000,000	Block L, Bashundhara R-A
dhaka	à§³47,500,000	Road No 25, Banani
dhaka	à§³8,800,000	Middle Badda, Badda
dhaka	à§³19,000,000	Block B, Bashundhara R-A
dhaka	à§³23,000,000	Block D, Bashundhara R-A
dhaka	à§³8,000,000	Matuail, Demra
dhaka	à§³20,000,000	Block H, Aftab Nagar
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³8,000,000	West Dolairpar, Shyampur
dhaka	à§³21,000,000	Block B, Bashundhara R-A
dhaka	à§³11,000,000	Block H, Aftab Nagar
dhaka	à§³9,500,000	Sector 10, Uttara
dhaka	à§³6,200,000	Sector 10, Uttara
dhaka	à§³22,000,000	Sector 6, Uttara
dhaka	à§³14,200,000	Free School Street, Kathalbagan
dhaka	à§³7,500,000	Pallabi, Mirpur
dhaka	à§³23,625,000	Sector 7, Uttara
dhaka	à§³25,000,000	Block C, Niketan
dhaka	à§³13,800,000	Vashani Goli, Shantinagar
dhaka	à§³4,000,000	Gandaria, Sutrapur
dhaka	à§³11,000,000	Lake Circus Road, Kalabagan
dhaka	à§³13,100,000	Block H, Bashundhara R-A
dhaka	à§³17,500,000	Block J, Bashundhara R-A
dhaka	à§³78,000,000	Gulshan 2, Gulshan
dhaka	à§³110,000,000	Free School Street, Kathalbagan
dhaka	à§³55,000,000	Gulshan 1, Gulshan
dhaka	à§³8,300,000	Baitul Aman Housing Society, Adabor
dhaka	à§³3,100,000	Section 6, Mirpur
dhaka	à§³16,000,000	Sector 4, Uttara
dhaka	à§³4,500,000	Nobodoy Housing Society, Mohammadpur
dhaka	à§³6,000,000	Gulbag, Malibagh
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³6,500,000	Middle Monipur, Mirpur
dhaka	à§³6,500,000	Middle Monipur, Mirpur
dhaka	à§³6,700,000	Manikdi, Cantonment
dhaka	à§³7,600,000	East Kazipara, Mirpur
dhaka	à§³4,900,000	Rupnagar R/A, Mirpur
dhaka	à§³6,200,000	West Kazipara, Mirpur
dhaka	à§³39,000,000	Sector 4, Uttara
dhaka	à§³12,100,000	Section 6, Mirpur
dhaka	à§³220,000,000	Hemayetpur, Savar
dhaka	à§³5,000,000	Pirerbag, Mirpur
dhaka	à§³4,838,400	Section 10, Mirpur
dhaka	à§³5,300,000	Moushair, Dakshin Khan
dhaka	à§³16,000,000	Block F, Bashundhara R-A
dhaka	à§³5,250,000	Ahmed Nagar, Mirpur
dhaka	à§³10,500,000	Ashulia, Savar
dhaka	à§³2,900,000	Hemayetpur, Savar
dhaka	à§³3,360,000	Radio Colony, Savar
dhaka	à§³11,500,000	Block C, Bashundhara R-A
dhaka	à§³9,712,500	Section 1, Mirpur
dhaka	à§³7,500,000	Ahmed Nagar, Mirpur
dhaka	à§³29,000,000	Road No 12A, Dhanmondi
dhaka	à§³54,000,000	Block C, Bashundhara R-A
dhaka	à§³6,200,000	Sector 9, Uttara
dhaka	à§³3,300,000	South Chalabon, Dakshin Khan
dhaka	à§³8,500,000	West Agargaon, Agargaon
dhaka	à§³22,500,000	Block B, Bashundhara R-A
dhaka	à§³7,800,000	Section 12, Mirpur
dhaka	à§³5,500,000	Section 10, Mirpur
dhaka	à§³9,600,000	Sector 5, Uttara
dhaka	à§³7,500,000	Ashkona, Dakshin Khan
dhaka	à§³4,702,500	Section 10, Mirpur
dhaka	à§³9,000,000	East Rampura, Rampura
dhaka	à§³21,500,000	Block D, Bashundhara R-A
dhaka	à§³31,200,000	West Rampura, Rampura
dhaka	à§³14,800,000	Baitul Aman Housing Society, Adabor
dhaka	à§³14,000,000	Sector 12, Uttara
dhaka	à§³25,000,000	Mirpur DOHS, Mirpur
dhaka	à§³45,000,000	Sector 3, Uttara
dhaka	à§³15,000,000	Block C, Aftab Nagar
dhaka	à§³5,000,000	South Badda, Badda
dhaka	à§³29,050,000	Sector 13, Uttara
dhaka	à§³9,500,000	Block E, Aftab Nagar
dhaka	à§³11,300,000	Block C, Banasree
dhaka	à§³7,000,000	Mansurabad Housing Society, Adabor
dhaka	à§³5,500,000	West Shewrapara, Mirpur
dhaka	à§³8,000,000	Block G, Banasree
dhaka	à§³14,500,000	Uttar Badda, Badda
dhaka	à§³300,000,000	Gulshan 1, Gulshan
dhaka	à§³12,500,000	Sector 18, Uttara
dhaka	à§³4,000,000	East Kazipara, Mirpur
dhaka	à§³3,500,000	Pirerbag, Mirpur
dhaka	à§³9,200,000	Middle Badda, Badda
dhaka	à§³4,000,000	Moushair, Dakshin Khan
dhaka	à§³8,540,000	Uttar Badda, Badda
dhaka	à§³7,118,000	Uttar Badda, Badda
dhaka	à§³9,600,000	Middle Badda, Badda
dhaka	à§³11,500,000	Paikpara, Mirpur
dhaka	à§³8,700,000	Section 1, Mirpur
dhaka	à§³8,700,000	Section 1, Mirpur
dhaka	à§³7,600,000	Block C, Aftab Nagar
dhaka	à§³57,000,000	Sector 12, Uttara
dhaka	à§³22,000,000	Block J, Banasree
dhaka	à§³9,500,000	Section 6, Mirpur
dhaka	à§³12,500,000	Block G, Bashundhara R-A
dhaka	à§³12,500,000	Block G, Bashundhara R-A
dhaka	à§³5,500,000	Block C, Bashundhara R-A
dhaka	à§³16,000,000	Sector 15, Uttara
dhaka	à§³16,000,000	Sector 15, Uttara
dhaka	à§³18,000,000	Sector 13, Uttara
dhaka	à§³13,000,000	Block B, Bashundhara R-A
dhaka	à§³11,500,000	Middle Badda, Badda
dhaka	à§³17,000,000	Sector 11, Uttara
dhaka	à§³14,500,000	Block K, Bashundhara R-A
dhaka	à§³16,150,000	Block E, Bashundhara R-A
dhaka	à§³16,150,000	Block E, Bashundhara R-A
dhaka	à§³6,000,000	Matikata, Cantonment
dhaka	à§³13,100,000	Block B, Bashundhara R-A
dhaka	à§³22,780,000	Sector 4, Uttara
dhaka	à§³11,000,000	Bashundhara Road, Bashundhara R-A
dhaka	à§³7,800,000	Pallabi, Mirpur
dhaka	à§³14,285,000	Block G, Banasree
dhaka	à§³5,590,000	Section 1, Mirpur
dhaka	à§³6,000,000	South Mollartek, Dakshin Khan
dhaka	à§³13,805,000	Circular Road, Dhanmondi
dhaka	à§³13,752,000	Block J, Banasree
dhaka	à§³3,700,000	Section 6, Mirpur
dhaka	à§³4,500,000	Pallabi, Mirpur
dhaka	à§³4,500,000	Aainusbag, Dakshin Khan
dhaka	à§³5,100,000	Rupnagar R/A, Mirpur
dhaka	à§³23,000,000	Rupnagar R/A, Mirpur
dhaka	à§³6,000,000	Faydabad, Dakshin Khan
dhaka	à§³2,200,000	Section 12, Mirpur
dhaka	à§³2,300,000	Section 12, Mirpur
dhaka	à§³11,500,000	Shiddheswari Lane, Shiddheswari
dhaka	à§³7,000,000	Section 1, Mirpur
dhaka	à§³9,000,000	Sector 10, Uttara
dhaka	à§³11,000,000	Section 6, Mirpur
dhaka	à§³3,800,000	Section 2, Mirpur
dhaka	à§³3,000,000	Section 10, Mirpur
dhaka	à§³12,000,000	Section 2, Mirpur
dhaka	à§³12,000,000	Section 2, Mirpur
dhaka	à§³8,800,000	Sector 3, Uttara
dhaka	à§³5,500,000	Zakir Hosain Road, Mohammadpur
dhaka	à§³8,855,600	Section 11, Mirpur
dhaka	à§³4,000,000	Arambag Residential Area, Mirpur
dhaka	à§³15,000,000	Block J, Bashundhara R-A
dhaka	à§³15,000,000	Block J, Bashundhara R-A
dhaka	à§³26,125,000	Naya Paltan, Motijheel
dhaka	à§³7,507,500	Section 10, Mirpur
dhaka	à§³7,507,500	Section 10, Mirpur
dhaka	à§³7,507,500	Section 10, Mirpur
dhaka	à§³7,507,500	Section 10, Mirpur
dhaka	à§³10,000,000	Jagannathpur, Badda
dhaka	à§³17,000,000	Block J, Bashundhara R-A
dhaka	à§³9,750,000	West Agargaon, Agargaon
dhaka	à§³55,000,000	Block B, Banasree
dhaka	à§³10,000,000	Block I, Bashundhara R-A
dhaka	à§³23,000,000	Section 11, Mirpur
dhaka	à§³5,594,400	Dakkhin Paikpara, Mirpur
dhaka	à§³20,000,000	Mirpur DOHS, Mirpur
dhaka	à§³4,500,000	Rajashon, Savar
dhaka	à§³5,100,000	Bash Bari Road, Mohammadpur
dhaka	à§³6,500,000	Taltola, Agargaon
dhaka	à§³9,500,000	Mirpur DOHS, Mirpur
dhaka	à§³5,500,000	Sector 12, Uttara
dhaka	à§³18,000,000	Rajarbag, Bashabo
dhaka	à§³75,000,000	Section 1, Mirpur
dhaka	à§³8,537,500	West Shewrapara, Mirpur
dhaka	à§³8,537,500	West Shewrapara, Mirpur
dhaka	à§³7,000,000	Bagan Bari, Cantonment
dhaka	à§³4,500,000	Rupnagar R/A, Mirpur
dhaka	à§³5,500,000	Manikdi, Cantonment
dhaka	à§³40,000,000	West Shewrapara, Mirpur
dhaka	à§³35,237,500	Purana Paltan, Motijheel
dhaka	à§³8,500,000	Mirpur DOHS, Mirpur
dhaka	à§³7,500,000	Pirerbag, Mirpur
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³8,500,000	Sector 18, Uttara
dhaka	à§³3,500,000	Pirerbag, Mirpur
dhaka	à§³32,000,000	Block C, Bashundhara R-A
dhaka	à§³44,000,000	Sector 9, Uttara
dhaka	à§³3,800,000	Goltek, Cantonment
dhaka	à§³7,000,000	Ahmed Nagar, Mirpur
dhaka	à§³7,500,000	West Shewrapara, Mirpur
dhaka	à§³2,700,000	Section 12, Mirpur
dhaka	à§³4,800,000	Katashur, Mohammadpur
dhaka	à§³13,500,000	Sector 6, Uttara
dhaka	à§³11,040,000	Malibag Bazar Rd, Malibagh
dhaka	à§³8,300,000	Block E, Aftab Nagar
dhaka	à§³8,300,000	Block E, Aftab Nagar
dhaka	à§³4,000,000	Ahmed Nagar, Mirpur
dhaka	à§³34,100,000	Block C, Bashundhara R-A
dhaka	à§³12,500,000	Block I, Bashundhara R-A
dhaka	à§³9,130,000	Sector 10, Uttara
dhaka	à§³5,000,000	East Azampur, Dakshin Khan
dhaka	à§³11,500,000	Sector 10, Uttara
dhaka	à§³35,000,000	Gulshan 1, Gulshan
dhaka	à§³6,950,000	North Circular Road, Dhanmondi
dhaka	à§³22,000,000	Block B, Bashundhara R-A
dhaka	à§³21,500,000	Block B, Lalmatia
dhaka	à§³5,000,000	West Shewrapara, Mirpur
dhaka	à§³6,500,000	Section 15, Mirpur
dhaka	à§³16,500,000	Block C, Khilgaon
dhaka	à§³14,500,000	Block I, Bashundhara R-A
dhaka	à§³5,500,000	Pallabi, Mirpur
dhaka	à§³46,000,000	Hatir Jheel Link Road, Tejgaon
dhaka	à§³4,000,000	Pirerbag, Mirpur
dhaka	à§³7,800,000	Section 10, Mirpur
dhaka	à§³5,700,000	North Goran, Khilgaon
dhaka	à§³10,000,000	Ibrahimpur Bazar Road, Ibrahimpur
dhaka	à§³3,500,000	Rupnagar R/A, Mirpur
dhaka	à§³5,300,000	Rupnagar R/A, Mirpur
dhaka	à§³14,000,000	Block L, Bashundhara R-A
dhaka	à§³21,000,000	Block C, Bashundhara R-A
dhaka	à§³16,000,000	Sector 4, Uttara
dhaka	à§³80,000,000	East Nakhalpara, Tejgaon
dhaka	à§³65,000,000	Road No 5, Banani DOHS
dhaka	à§³7,300,000	Jigatola, Hazaribag
dhaka	à§³14,000,000	Jigatola, Hazaribag
dhaka	à§³7,100,000	West Rampura, Rampura
dhaka	à§³5,000,000	Baigertek, Cantonment
dhaka	à§³6,800,000	Block J, Banasree
dhaka	à§³13,200,000	Jahuri Moholla, Mohammadpur
dhaka	à§³13,200,000	Jahuri Moholla, Mohammadpur
dhaka	à§³29,000,000	West Dhanmondi and Shangkar, Dhanmondi
dhaka	à§³6,000,000	Ahmed Nagar, Mirpur
dhaka	à§³16,500,000	Free School Street, Kathalbagan
dhaka	à§³5,200,000	Ahmed Nagar, Mirpur
dhaka	à§³100,000,000	New Eskaton Road, Eskaton
dhaka	à§³3,200,000	Rupnagar R/A, Mirpur
dhaka	à§³11,232,000	Baitul Aman Housing Society, Adabor
dhaka	à§³6,000,000	Section 10, Mirpur
dhaka	à§³4,800,000	Section 10, Mirpur
dhaka	à§³8,500,000	Section 6, Mirpur
dhaka	à§³3,000,000	Section 6, Mirpur
dhaka	à§³10,000,000	Section 2, Mirpur
dhaka	à§³4,800,000	Bochila, Mohammadpur
dhaka	à§³3,000,000	Bochila, Mohammadpur
dhaka	à§³4,800,000	2nd Colony, Mirpur
dhaka	à§³13,000,000	Block C, Bashundhara R-A
dhaka	à§³6,500,000	Section 15, Mirpur
dhaka	à§³2,600,000	Faydabad, Dakshin Khan
dhaka	à§³12,000,000	Block J, Bashundhara R-A
dhaka	à§³14,800,000	Boro Maghbazar, Maghbazar
dhaka	à§³7,900,000	Block B, Banasree
dhaka	à§³7,400,000	East Shewrapara, Mirpur
dhaka	à§³17,000,000	Sector 7, Uttara
dhaka	à§³8,000,000	Sector 10, Uttara
dhaka	à§³6,300,000	Pirerbag, Mirpur
dhaka	à§³8,500,000	East Monipur, Mirpur
dhaka	à§³5,700,000	Pirerbag, Mirpur
